,outgoing_0,outgoing_1,outgoing_2,outgoing_3,outgoing_4,ingoing_0,ingoing_1,ingoing_2,ingoing_3,ingoing_4,balance_0,balance_1,balance_2,balance_3,balance_4,y_outgoing,y_ingoing,y_balance
2400,-3750.2000000000003,-1489.46,-2871.8599999999997,-1117.6,-4244.889999999999,1669.46,3500.0,3000.0,162.0,2546.0,-42228.26999999966,-47871.59999999967,-35511.649999999674,-41851.5999999997,-75568.47999999962,-1621.69,1500.0,-35736.06999999968
2401,-3827.6600000000003,-1412.0,-2871.8599999999997,-1117.6,-4244.889999999999,1669.46,3500.0,3000.0,162.0,2546.0,-44309.00999999968,-45861.05999999966,-35383.509999999675,-42807.1999999997,-77267.36999999962,-1621.69,1500.0,-35857.75999999968
2402,-3827.6600000000003,-1412.0,-2871.8599999999997,-1117.6,-4244.889999999999,1669.46,3500.0,3000.0,162.0,2546.0,-46467.20999999969,-43773.05999999966,-35255.36999999967,-43762.799999999705,-78966.25999999962,-1621.69,1500.0,-35979.44999999968
2403,-3865.1200000000003,-1374.54,-2971.8599999999997,-1017.6,-4244.889999999999,1669.46,3500.0,3000.0,162.0,2546.0,-48625.4099999997,-41685.059999999656,-35127.22999999967,-44718.3999999997,-80665.14999999962,-1621.69,1500.0,-36101.13999999969
2404,-5070.36,-169.3,-2971.8599999999997,-2617.6,-2644.8899999999994,1669.46,3500.0,3000.0,162.0,2546.0,-50821.0699999997,-39559.59999999966,-35099.08999999967,-45573.9999999997,-82364.03999999963,-1621.69,1500.0,-36222.82999999968
2405,-5070.36,-1553.7,-1587.4599999999998,-2617.6,-2644.8899999999994,5169.46,1500.0,1500.0,162.0,2546.0,-54221.9699999997,-36228.89999999966,-35070.94999999966,-48029.5999999997,-82462.92999999966,-1621.69,1500.0,-36344.519999999684
2406,-5040.36,-1553.7,-1587.4599999999998,-2617.6,-2704.2599999999993,5169.46,1500.0,1500.0,162.0,2546.0,-54122.869999999704,-36282.599999999664,-35158.409999999654,-50485.1999999997,-82561.81999999969,-1651.69,1500.0,-36466.20999999967
2407,-5055.46,-1527.9,-1601.0599999999997,-2629.2,-2679.0599999999995,5169.46,1500.0,1500.0,162.0,2546.0,-53993.769999999706,-36336.29999999966,-35245.86999999965,-52940.7999999997,-82720.0799999997,-1647.05,1500.0,-36617.899999999674
2408,-4639.06,-1527.9,-1601.0599999999997,-3119.2,-2189.0599999999995,5037.46,1500.0,1500.0,1872.0,836.0,-53879.769999999706,-36364.19999999966,-35346.92999999966,-55407.9999999997,-82853.1399999997,-2023.4499999999998,1632.0,-36764.94999999968
2409,-4639.06,-1527.9,-1601.0599999999997,-3119.2,-2189.0599999999995,5037.46,1500.0,1500.0,2708.0,0.0,-53481.369999999704,-36392.099999999664,-35447.989999999656,-56655.1999999997,-84206.19999999969,-611.7499999999999,1632.0,-37156.399999999674
2410,-4639.06,-1527.9,-1601.0599999999997,-3179.2,-2178.16,5037.46,1500.0,1500.0,2708.0,0.0,-53082.9699999997,-36419.999999999665,-35549.049999999654,-57066.399999999696,-86395.25999999969,-611.7499999999999,1632.0,-36136.149999999674
2411,-3393.620000000001,-3671.84,-3608.880000000001,-4139.81,-8869.910000000002,3001.0,4228.75,3588.5,3915.5,8232.09,-28114.0399999996,-29736.639999999614,-32410.669999999598,-27005.09999999961,-32944.69999999961,-3460.8799999999997,3179.06,-25171.45999999961
2412,-3190.080000000001,-3674.79,-3765.380000000001,-4193.46,-8656.810000000001,3001.0,4228.75,3904.0,3600.0,8232.09,-28506.659999999596,-29179.72999999961,-32431.049999999595,-27229.40999999961,-33582.519999999604,-3620.3,3171.56,-25453.279999999613
2413,-3242.620000000001,-3587.77,-4144.620000000001,-3796.7,-8707.7,2992.0,4236.25,3896.5,3600.0,10232.09,-28695.739999999598,-28625.76999999961,-32292.429999999596,-27822.869999999613,-34007.239999999605,-3188.55,3180.56,-25902.019999999608
2414,-3284.4900000000007,-3192.3800000000006,-4534.68,-3845.5,-8332.380000000001,2992.0,4236.25,4296.5,3200.0,10232.09,-28946.3599999996,-27977.289999999608,-32540.549999999603,-28019.569999999614,-32482.849999999602,-3483.0400000000004,3180.56,-25910.009999999605
2415,-3231.390000000001,-3628.89,-4555.589999999999,-3481.59,-8681.589999999998,2992.0,4236.25,4296.5,3200.0,10232.09,-29238.849999999602,-26933.419999999613,-32778.7299999996,-28665.069999999618,-30583.139999999603,-3524.6600000000008,3180.56,-26212.489999999605
2416,-3264.9900000000002,-3610.29,-4569.19,-3500.8800000000006,-8633.699999999999,2992.0,4236.25,4296.5,5200.0,8432.09,-29478.239999999605,-26326.059999999612,-33037.8199999996,-28946.659999999618,-29032.639999999603,-3497.060000000001,3180.56,-26556.5899999996
2417,-3355.850000000001,-3621.73,-4501.49,-3484.63,-8912.849999999999,2992.0,4236.25,4296.5,5200.0,8432.09,-29751.229999999614,-25700.09999999961,-33310.5099999996,-27247.53999999961,-29234.2499999996,-3417.4700000000007,3180.56,-26873.089999999604
2418,-3231.58,-3728.2099999999996,-4476.289999999999,-3467.1500000000005,-8849.829999999998,4992.0,2236.25,4296.5,5200.0,8432.09,-30115.079999999616,-25085.57999999961,-33515.4999999996,-25532.16999999962,-29715.0099999996,-3528.6000000000004,3163.96,-27109.999999999607
2419,-3046.5800000000004,-3793.6899999999996,-4444.289999999999,-3466.7300000000005,-8814.659999999998,2992.0,2236.25,4296.5,5200.0,8432.09,-28354.659999999618,-26577.539999999608,-33695.2899999996,-23799.319999999614,-30132.749999999596,-3702.15,5163.959999999999,-27474.639999999614
2420,-3103.1000000000004,-3746.3899999999994,-4434.889999999999,-3561.6300000000006,-8809.649999999998,2992.0,2236.25,6296.5,3300.0,8332.09,-28409.23999999962,-28134.97999999961,-33843.0799999996,-22066.049999999614,-30515.319999999596,-3396.1600000000008,3163.9599999999996,-26012.829999999612
2421,-3136.51,-3760.709999999999,-4535.549999999999,-3428.040000000001,-10497.130000000001,2992.0,2236.25,6296.5,3300.0,8332.09,-28520.339999999618,-29645.119999999606,-31981.469999999597,-22327.679999999615,-30992.879999999597,-3315.4500000000007,3163.9599999999996,-26245.02999999961
2422,-3034.6800000000003,-3822.9699999999993,-4496.28,-3460.2300000000005,-10467.77,2992.0,2236.25,6296.5,3307.5,8324.59,-28664.849999999617,-31169.579999999605,-30220.5199999996,-22455.719999999616,-33157.9199999996,-3247.0100000000007,3163.9599999999996,-26396.519999999615
2423,-3122.34,-3810.09,-4474.3099999999995,-3435.440000000001,-10445.69,2992.0,4236.25,4296.5,3307.5,8324.59,-28707.529999999617,-32756.299999999606,-28420.2999999996,-22608.44999999961,-35301.09999999959,-3232.140000000001,2963.9599999999996,-26479.569999999614
2424,-3207.09,-3705.0099999999993,-4520.049999999999,-3482.79,-10621.740000000002,2992.0,4236.25,4296.5,3326.24,8305.85,-28837.869999999617,-32330.139999999607,-28598.1099999996,-22736.389999999614,-37422.1999999996,-3277.6300000000006,2963.9599999999996,-26747.74999999961
2425,-3147.5300000000007,-3733.859999999999,-4639.439999999999,-3492.35,-10516.400000000001,2768.0,4236.25,4296.5,3826.24,7805.85,-29052.959999999617,-31798.899999999605,-28821.659999999603,-22892.93999999961,-39738.08999999961,-3338.7300000000005,3187.9599999999996,-27061.419999999616
2426,-2906.0200000000004,-3752.189999999999,-4622.259999999999,-4242.82,-9764.78,2768.0,4243.75,4739.0,3376.24,7805.85,-29432.489999999616,-31296.509999999605,-29164.599999999595,-22559.04999999961,-42448.63999999961,-3577.5900000000006,3187.9599999999996,-27212.189999999613
2427,-3020.4100000000003,-3607.7,-4523.95,-4010.8999999999996,-10075.829999999998,2318.0,4243.75,4739.0,3676.24,9705.849999999999,-29570.509999999616,-30804.949999999604,-29047.859999999597,-23425.629999999608,-44407.569999999614,-3760.2000000000007,3608.97,-27601.819999999614
2428,-3222.3399999999997,-3516.8199999999993,-4753.66,-6247.450000000001,-7482.459999999999,2818.0,3759.75,4723.0,3676.24,9795.849999999999,-30272.919999999616,-30168.899999999605,-28832.8099999996,-23760.289999999608,-44777.54999999961,-3289.75,3608.97,-27753.049999999614
2429,-3545.2000000000003,-3404.4599999999996,-4509.3099999999995,-6730.620000000003,-7135.199999999999,2818.0,4209.75,4573.0,6376.24,6795.849999999999,-30677.259999999613,-29925.9699999996,-28863.469999999597,-26331.499999999607,-42464.15999999962,-3322.6999999999994,3158.97,-27433.829999999612
2430,-4583.719999999999,-184.25,-808.99,-736.8800000000001,-1508.77,4600.0,200.0,1410.0,550.0,1714.0,-67441.20000000004,-67054.35,-62789.08000000001,-49651.42000000003,-52734.26000000004,-8057.289999999998,8350.0,-76332.61000000003
2431,-4583.719999999999,-184.25,-808.99,-740.6600000000001,-1510.9800000000002,4600.0,200.0,1410.0,750.0,1514.0,-67424.92000000003,-67038.6,-62188.07000000001,-49838.300000000025,-52529.030000000035,-8057.289999999998,8350.0,-76039.90000000002
2432,-4583.719999999999,-184.25,-808.99,-820.6600000000001,-1430.9800000000002,4600.0,200.0,1410.0,764.0,1500.0,-67408.64000000003,-67022.85,-61587.060000000005,-49828.96000000003,-52526.01000000003,-8057.289999999998,8350.0,-75747.19000000003
2433,-4767.969999999999,0.0,-808.99,-820.6600000000001,-1490.9800000000002,4800.0,0.0,1410.0,764.0,1520.0,-67392.36000000003,-67007.1,-60986.05000000001,-49885.62000000003,-52456.99000000003,-8053.799999999998,8350.0,-75454.48000000005
2434,-4764.48,0.0,-812.48,-1000.4200000000001,-1309.72,4800.0,0.0,1410.0,814.0,1470.0,-67360.33000000002,-67007.1,-60385.04000000001,-49942.280000000035,-52427.97000000002,-8057.289999999998,8350.0,-75158.28000000006
2435,-4764.48,0.0,-812.48,-1075.9,-1237.73,4800.0,0.0,1410.0,814.0,1470.0,-67324.81000000001,-67007.1,-59787.52000000001,-50128.70000000003,-52267.690000000024,-8057.289999999998,8350.0,-74865.57000000005
2436,-4764.48,0.0,-812.48,-1115.89,-1197.74,4800.0,0.0,1410.0,1114.0,1170.0,-67289.29000000001,-67007.1,-59190.00000000001,-50390.600000000035,-52035.42000000003,-8047.299999999998,8350.0,-74572.86000000004
2437,-4754.49,0.0,-812.48,-1115.89,-1197.74,4800.0,0.0,1410.0,1114.0,1170.0,-67253.77,-67007.1,-58592.48000000001,-50392.490000000034,-52063.16000000002,-8041.3,8350.0,-74270.16000000005
2438,-3398.4900000000002,0.0,-872.47,-1055.9,-1197.74,3400.0,0.0,1410.0,1114.0,1170.0,-67208.26,-67007.1,-57994.96000000001,-50394.380000000034,-52090.90000000002,-8560.589999999998,9200.0,-73961.46000000005
2439,-3398.4900000000002,0.0,-872.47,-1065.89,-1187.75,3400.0,0.0,1410.0,1114.0,1170.0,-67206.75,-67007.1,-57457.43000000001,-50336.280000000035,-52118.64000000003,-8560.589999999998,9200.0,-73322.05000000005
2440,-3398.4900000000002,0.0,-884.46,-1053.9,-1197.74,3400.0,0.0,1410.0,1114.0,1170.0,-67205.23999999999,-67007.1,-56919.90000000001,-50288.170000000035,-52136.39000000002,-7351.0999999999985,7700.0,-72682.64000000004
2441,-3398.4900000000002,0.0,-884.46,-1065.89,-1185.75,3400.0,0.0,1410.0,1114.0,1170.0,-67203.72999999998,-67007.1,-56394.360000000015,-50228.070000000036,-52164.130000000034,-6217.789999999999,6700.0,-72333.74000000005
2442,-3398.4900000000002,0.0,-884.46,-1065.89,-1367.9300000000003,3400.0,0.0,1410.0,1114.0,1170.0,-67202.21999999997,-67007.1,-55868.820000000014,-50179.96000000004,-52179.880000000034,-6217.789999999999,6700.0,-71851.53000000004
2443,-3398.4900000000002,0.0,-894.45,-1394.2900000000002,-1029.5400000000002,3400.0,0.0,1410.0,1214.0,1170.0,-67200.70999999998,-67007.1,-55343.28000000001,-50131.85000000004,-52377.81000000004,-6217.789999999999,6700.0,-71369.32000000005
2444,-1797.5100000000002,0.0,-907.4300000000001,-1564.85,-846.0000000000001,1800.0,0.0,1410.0,1214.0,1170.0,-67199.19999999998,-67007.1,-54827.73000000002,-50312.140000000036,-52237.350000000035,-7818.769999999999,8300.0,-70887.11000000003
2445,-1797.5100000000002,0.0,-907.4300000000001,-1567.84,-853.0000000000001,1800.0,0.0,1410.0,1214.0,1170.0,-67196.70999999998,-67007.1,-54325.16000000002,-50662.990000000034,-51913.350000000035,-7818.769999999999,8300.0,-70405.88000000003
2446,-1797.5100000000002,0.0,-907.4300000000001,-1567.84,-1369.7400000000002,1800.0,0.0,1410.0,1214.0,1170.0,-67194.21999999999,-67007.1,-53822.59000000002,-51016.83000000004,-51596.350000000035,-7818.769999999999,8300.0,-69924.65000000002
2447,-1797.5100000000002,0.0,-1242.9,-1232.37,-1369.7400000000002,1800.0,0.0,1860.0,764.0,1520.0,-67191.72999999998,-67007.1,-53320.020000000026,-51370.67000000005,-51796.090000000026,-7318.769999999999,8300.0,-69443.42000000003
2448,-1797.5100000000002,0.0,-1242.9,-1510.88,-1591.2300000000002,1800.0,0.0,1860.0,764.0,1520.0,-67189.23999999999,-67007.1,-52702.92000000003,-51839.040000000045,-51645.830000000016,-4759.589999999999,4800.0,-68462.19000000002
2449,-1797.5100000000002,0.0,-1242.9,-1526.87,-1589.0300000000002,1800.0,0.0,1860.0,1264.0,1020.0,-67186.74999999999,-67007.1,-52085.82000000002,-52585.92000000005,-51717.06000000002,-4759.589999999999,4800.0,-68421.78000000001
2450,-1797.5100000000002,0.0,-1242.9,-1566.85,-1563.5300000000002,1800.0,0.0,1860.0,1564.0,720.0,-67184.26,-67007.1,-51468.72000000002,-52848.79000000005,-52286.09000000002,-4759.589999999999,4800.0,-68381.37000000002
2451,-1797.5100000000002,0.0,-1242.9,-1566.85,-1668.5200000000002,1800.0,0.0,1860.0,1564.0,720.0,-67181.76999999999,-67007.1,-50851.62000000002,-52851.64000000005,-53129.620000000024,-4759.589999999999,4800.0,-68340.96000000002
2452,-3811.92,-9831.85,-15595.59,-17822.55,-13593.49,4750.0,9793.96,1655.0,28191.449999999997,16154.369999999999,-35066.239999999925,-210396.00999999992,-248367.8199999998,-202909.38,-147648.73000000007,-4127.97,1500.0,-34507.59999999991
2453,-3801.12,-9831.85,-15615.59,-17813.35,-13659.69,4750.0,9793.96,1655.0,28191.449999999997,16154.369999999999,-34128.15999999992,-210433.8999999999,-262308.40999999986,-192540.47999999998,-145087.85000000003,-4127.97,1500.0,-37135.56999999991
2454,-3811.92,-9831.85,-18498.84,-14919.3,-13670.49,4750.0,9793.96,1655.0,28191.449999999997,16154.369999999999,-33179.279999999926,-210471.7899999999,-276268.9999999999,-182162.37999999995,-142593.17000000004,-4127.97,1500.0,-39763.53999999991
2455,-4462.19,-9181.58,-20636.63,-12781.51,-13670.49,4750.0,9793.96,21886.76,7959.69,16154.369999999999,-32241.19999999993,-210509.67999999993,-293112.8399999999,-168890.22999999998,-140109.29000000004,-4127.97,1500.0,-42391.50999999992
2456,-4462.19,-10165.45,-19652.760000000002,-12801.860000000002,-13826.43,4750.0,9793.96,21886.76,7959.69,16154.369999999999,-31953.389999999934,-209897.2999999999,-291862.7099999999,-173712.04999999996,-137625.41000000006,-3520.83,1000.0,-45019.47999999992
2457,-2946.2,-10731.44,-19186.79,-12701.840000000002,-14162.99,3250.0,9793.96,21886.76,7959.69,16154.369999999999,-31665.579999999936,-210268.78999999992,-289628.7099999999,-178554.21999999997,-135297.47000000006,-5036.820000000001,2500.0,-47540.30999999993
2458,-2963.4799999999996,-10714.16,-19314.079999999998,-12704.58,-14057.289999999999,250.0,9793.96,21886.76,7959.69,16154.369999999999,-31361.779999999944,-211206.26999999993,-286928.7399999999,-183296.36999999997,-133306.09000000003,-5036.820000000001,5500.0,-50077.12999999993
2459,-8963.480000000001,-4714.16,-19314.079999999998,-12704.58,-14057.289999999999,260.99,9782.97,21886.76,7959.69,16154.369999999999,-34075.25999999993,-212126.46999999988,-284356.0599999999,-188041.25999999998,-131209.01,-5036.820000000001,5500.0,-49613.94999999994
2460,-8963.480000000001,-4752.889999999999,-23075.35,-8904.58,-14132.489999999998,278.96,9765.0,21886.76,7959.69,16154.369999999999,-42777.749999999935,-207057.65999999992,-281783.3799999999,-192786.14999999997,-129111.93000000002,-5032.22,5500.0,-49150.76999999994
2461,-151.83999999999997,-41.16,-57.120000000000005,-113.1,-136.98,172.81,40.5,20.0,110.0,122.53999999999999,1279.0699999999995,2614.38,2622.500000000001,1956.5699999999995,589.7800000000007,-214.42000000000002,188.8,2093.1399999999985
2462,-151.83999999999997,-41.16,-57.120000000000005,-113.1,-136.98,150.0,40.5,20.0,120.0,112.53999999999999,1300.04,2613.7200000000003,2585.380000000001,1953.4699999999996,575.3400000000008,-214.42000000000002,201.61,2067.519999999998
2463,-151.83999999999997,-41.16,-57.120000000000005,-123.82999999999998,-126.25,150.0,50.5,10.0,120.0,112.53999999999999,1298.2000000000003,2613.0600000000004,2548.260000000001,1960.3699999999997,550.9000000000009,-135.5,169.61,2054.7099999999987
2464,-151.83999999999997,-41.16,-57.120000000000005,-123.82999999999998,-126.25,150.0,50.5,20.0,110.0,112.53999999999999,1296.36,2622.4000000000005,2501.140000000001,1956.54,537.1900000000009,-135.5,169.61,2088.819999999999
2465,-151.83999999999997,-41.16,-57.120000000000005,-123.82999999999998,-126.25,150.0,50.5,20.0,110.0,112.53999999999999,1294.52,2631.7400000000007,2464.020000000001,1942.7100000000003,523.4800000000009,-133.0,169.61,2122.929999999999
2466,-150.33999999999997,-41.16,-57.120000000000005,-167.10999999999996,-89.25,150.0,50.5,20.0,110.0,112.53999999999999,1292.68,2641.080000000001,2426.900000000001,1928.8800000000003,509.7700000000009,-134.5,169.61,2159.5399999999986
2467,-150.33999999999997,-41.16,-65.32,-158.90999999999997,-89.25,150.0,50.5,20.0,110.0,112.53999999999999,1292.34,2650.420000000001,2389.780000000001,1871.7700000000004,533.0600000000009,-134.5,169.61,2194.6499999999987
2468,-133.35999999999999,-41.16,-65.32,-158.90999999999997,-89.25,150.0,50.5,20.0,110.0,112.53999999999999,1292.0,2659.760000000001,2344.460000000001,1822.8600000000004,556.3500000000008,-151.48000000000002,169.61,2229.7599999999984
2469,-111.39999999999999,-41.16,-69.94999999999999,-154.27999999999997,-89.25,150.0,50.5,70.0,60.0,112.53999999999999,1308.64,2669.1000000000013,2299.140000000001,1773.9500000000005,579.6400000000007,-173.44,169.61,2247.8899999999985
2470,-88.41,-41.16,-69.94999999999999,-154.27999999999997,-89.25,150.0,50.5,70.0,60.0,112.53999999999999,1347.2399999999998,2678.4400000000014,2299.1900000000005,1679.6700000000005,602.9300000000005,-196.43,169.61,2244.0599999999986
2471,-98.63,-30.939999999999998,-69.94999999999999,-154.27999999999997,-89.25,150.0,50.5,70.0,60.0,112.53999999999999,1408.8299999999997,2687.7800000000016,2299.2400000000007,1585.3900000000006,626.2200000000003,-196.43,149.61,2217.2399999999984
2472,-98.63,-30.939999999999998,-69.94999999999999,-154.27999999999997,-89.25,150.0,50.5,70.0,60.0,162.54,1460.1999999999996,2707.3400000000015,2299.2900000000004,1491.1100000000006,649.5100000000001,-196.43,149.61,2170.4199999999983
2473,-98.63,-30.939999999999998,-69.94999999999999,-154.27999999999997,-89.25,150.0,50.5,70.0,60.0,162.54,1511.5699999999995,2726.9000000000015,2299.34,1396.8300000000006,722.7999999999998,-196.43,149.61,2123.5999999999985
2474,-98.63,-30.939999999999998,-83.43,-171.84,-58.21,150.0,50.5,70.0,91.03999999999999,131.5,1562.9399999999996,2746.4600000000014,2299.3900000000003,1302.5500000000004,796.0899999999997,-196.43,149.61,2076.7799999999984
2475,-172.65,-246.56,-287.68,-296.82,-262.14000000000004,170.0,248.0,285.0,266.0,252.0,139.2499999999993,187.37999999999897,301.95999999999907,10.909999999999215,-636.9700000000008,0.0,0.0,369.2999999999995
2476,-172.65,-246.56,-287.68,-376.67,-192.29000000000002,170.0,248.0,285.0,286.0,232.0,136.59999999999928,188.81999999999897,299.27999999999906,-19.910000000000807,-647.1100000000008,0.0,0.0,369.2999999999995
2477,-172.65,-246.56,-287.68,-421.15999999999997,-147.8,170.0,248.0,285.0,286.0,232.0,133.94999999999928,190.25999999999897,296.59999999999906,-110.58000000000087,-607.4000000000008,0.0,0.0,369.2999999999995
2478,-211.96,-207.25,-287.68,-441.96,-127.0,212.0,206.0,285.0,286.0,232.0,131.29999999999927,191.69999999999897,293.9199999999991,-245.74000000000092,-523.2000000000007,0.0,0.0,369.2999999999995
2479,-211.96,-207.25,-298.0,-431.64,-231.39,212.0,206.0,285.0,436.0,232.0,131.33999999999926,190.44999999999897,291.2399999999991,-401.7000000000009,-418.20000000000067,0.0,0.0,369.2999999999995
2480,-211.96,-207.25,-298.0,-431.64,-231.39,212.0,206.0,285.0,436.0,232.0,131.37999999999926,189.19999999999897,278.2399999999991,-397.3400000000008,-417.5900000000007,0.0,0.0,369.2999999999995
2481,-211.96,-207.25,-298.0,-451.64,-211.39,212.0,206.0,285.0,436.0,232.0,131.41999999999925,187.94999999999897,265.2399999999991,-392.98000000000087,-416.9800000000007,0.0,0.0,369.2999999999995
2482,-209.36,-207.25,-298.0,-451.64,-211.39,212.0,206.0,285.0,436.0,232.0,131.45999999999924,186.69999999999897,252.23999999999913,-408.6200000000009,-396.37000000000074,-2.6,0.0,369.2999999999995
2483,-209.36,-207.25,-298.0,-451.64,-211.39,212.0,206.0,295.0,426.0,232.0,134.09999999999923,185.44999999999897,239.23999999999913,-424.26000000000084,-375.76000000000073,-2.6,0.0,366.6999999999995
2484,-209.36,-207.25,-298.0,-451.64,-211.39,212.0,206.0,295.0,426.0,232.0,136.7399999999992,184.19999999999897,236.23999999999913,-449.9000000000009,-355.1500000000008,-2.6,0.0,364.0999999999995
2485,-209.36,-207.25,-298.0,-451.64,-211.39,212.0,206.0,295.0,426.0,232.0,139.3799999999992,182.94999999999897,233.23999999999916,-475.5400000000009,-334.54000000000076,-2.6,0.0,361.4999999999995
2486,-209.36,-207.25,-298.0,-451.64,-211.39,212.0,206.0,295.0,426.0,232.0,142.0199999999992,181.69999999999897,230.23999999999916,-501.18000000000075,-313.93000000000075,-2.6,0.0,358.8999999999995
2487,-209.36,-322.38,-182.87,-451.64,-211.39,212.0,321.0,180.0,426.0,232.0,144.65999999999917,180.44999999999897,227.23999999999916,-526.8200000000007,-293.3200000000008,-2.6,0.0,356.2999999999995
2488,-209.36,-322.38,-182.87,-451.64,-211.39,212.0,321.0,180.0,426.0,232.0,147.29999999999916,179.06999999999897,224.36999999999915,-552.460000000001,-272.7100000000008,-2.6,0.0,353.6999999999995
2489,-209.36,-322.38,-198.44,-436.07,-211.39,212.0,321.0,190.0,428.0,220.0,149.93999999999915,177.68999999999897,221.49999999999915,-578.1000000000009,-252.10000000000082,-2.6,0.0,351.09999999999945
2490,-209.36,-322.38,-198.44,-436.07,-211.39,212.0,321.0,190.0,428.0,220.0,152.57999999999913,176.30999999999898,213.05999999999915,-586.1700000000009,-243.49000000000086,-2.6,0.0,348.4999999999995
2491,-2308.0800000000004,-2593.2799999999997,-1009.52,-936.6199999999999,-1130.0500000000002,2309.3700000000003,2555.54,1042.85,943.2900000000001,1070.0500000000002,-10639.950000000012,-5141.630000000011,-5995.750000000009,-4743.170000000013,-4774.870000000006,-2759.7499999999995,2760.24,-9093.640000000001
2492,-2308.0800000000004,-2603.6299999999997,-999.17,-947.3199999999999,-1119.3500000000001,2309.3700000000003,2555.54,1042.85,956.2500000000001,1057.0900000000001,-10638.660000000013,-5179.370000000011,-5962.42000000001,-4736.500000000013,-4834.870000000006,-2759.7499999999995,2760.24,-9093.150000000001
2493,-2266.8800000000006,-2603.6299999999997,-1017.05,-929.4399999999999,-1119.3500000000001,2268.7000000000003,2555.54,1042.85,956.2500000000001,1057.0900000000001,-10637.370000000014,-5227.460000000011,-5918.740000000011,-4727.570000000013,-4897.1300000000065,-2800.9500000000003,2800.91,-9092.660000000002
2494,-2266.8800000000006,-2603.6299999999997,-1017.05,-929.4399999999999,-1119.3500000000001,2268.7000000000003,2555.54,1070.42,928.6800000000001,1057.0900000000001,-10635.550000000014,-5275.550000000011,-5892.940000000011,-4700.760000000013,-4959.390000000008,-2800.9500000000003,2800.91,-9092.700000000003
2495,-2266.8800000000006,-2603.6299999999997,-1017.05,-932.0799999999999,-1116.71,2268.7000000000003,2555.54,1070.42,928.6800000000001,1057.0900000000001,-10633.730000000012,-5323.64000000001,-5839.5700000000115,-4701.520000000013,-5021.650000000008,-2800.9500000000003,2800.91,-9092.740000000003
2496,-2266.8800000000006,-2621.5099999999998,-1007.17,-924.0799999999999,-1116.71,2268.7000000000003,2617.26,1008.7,928.6800000000001,1057.0900000000001,-10631.910000000013,-5371.73000000001,-5786.200000000012,-4704.920000000013,-5081.270000000008,-2799.9500000000003,2800.91,-9092.780000000002
2497,-2266.8800000000006,-2621.5099999999998,-1007.17,-924.0799999999999,-1116.71,2268.7000000000003,2617.26,1008.7,928.6800000000001,1116.52,-10630.090000000013,-5375.980000000009,-5784.670000000013,-4700.320000000012,-5140.890000000008,-2799.9500000000003,2800.91,-9091.820000000002
2498,-2516.88,-2371.5099999999998,-1007.17,-924.0799999999999,-1116.71,2518.7000000000003,2367.26,1008.7,928.6800000000001,1116.52,-10628.270000000011,-5380.23000000001,-5783.140000000013,-4695.720000000011,-5141.080000000008,-2799.9500000000003,2800.91,-9090.860000000002
2499,-2780.7,-2130.31,-957.17,-985.2799999999999,-1055.51,2518.7000000000003,2425.8900000000003,950.07,993.0,1052.2,-10626.450000000012,-5384.480000000009,-5781.610000000013,-4691.120000000011,-5141.270000000008,-2813.3199999999993,2800.91,-9089.900000000001
2500,-2798.58,-2112.43,-957.17,-985.2799999999999,-1055.51,2493.7000000000003,2425.8900000000003,950.07,993.0,1052.2,-10888.450000000012,-5088.900000000009,-5788.710000000015,-4683.40000000001,-5144.580000000008,-2813.3199999999993,2825.91,-9102.310000000003
2501,-2798.58,-2112.43,-966.17,-976.2799999999999,-1055.51,2799.7,2119.8900000000003,963.09,979.98,1052.2,-11193.330000000013,-4775.440000000009,-5795.810000000015,-4675.680000000009,-5147.890000000008,-2813.3199999999993,2825.91,-9089.720000000003
2502,-2798.58,-2112.43,-966.17,-976.2799999999999,-1055.51,2799.7,2119.8900000000003,963.09,979.98,1052.2,-11192.210000000012,-4767.9800000000105,-5798.890000000016,-4671.980000000009,-5151.200000000008,-2813.3199999999993,2815.04,-9077.130000000003
2503,-2798.58,-2129.83,-948.77,-976.2799999999999,-1076.92,2799.7,2135.8900000000003,947.09,979.98,1052.2,-11191.090000000011,-4760.52000000001,-5801.970000000016,-4668.280000000009,-5154.5100000000075,-2813.3199999999993,2815.04,-9075.410000000003
2504,-2869.7799999999997,-2058.63,-953.02,-978.41,-1070.54,2799.7,2135.8900000000003,947.09,979.98,1077.0600000000002,-11189.970000000012,-4754.46000000001,-5803.650000000015,-4664.580000000009,-5179.230000000008,-2752.1199999999994,2815.04,-9073.690000000004
2505,-3708.4799999999996,-1123.63,-953.02,-978.41,-1070.54,3810.89,1124.7,947.09,979.98,1077.0600000000002,-11260.050000000012,-4677.200000000011,-5809.580000000015,-4663.010000000008,-5172.710000000008,-2848.4199999999996,2815.04,-9010.770000000006
2506,-3486.0999999999995,-1123.63,-953.02,-978.41,-1070.54,3810.89,1124.7,947.09,987.69,1069.3500000000001,-11157.640000000012,-4676.130000000011,-5815.510000000015,-4661.440000000009,-5166.190000000008,-3070.7999999999997,2815.04,-9044.150000000007
2507,-3486.0999999999995,-1123.63,-953.02,-978.41,-1171.74,3810.89,1124.7,947.09,987.69,1069.3500000000001,-10832.850000000011,-4675.060000000011,-5821.440000000015,-4652.160000000008,-5167.380000000007,-3015.97,2815.04,-9299.910000000009
